Palavra_Chave,Frequencia,Offset,Timestamp_Coleta
Heterogeneidade,6,21100,2025-12-30T16:19:01.011166
Heterogeneidade ambiental,5,21100,2025-12-30T16:19:01.011166
Heterogeneidade do solo,1,21100,2025-12-30T16:19:01.011166
Heterogeneidade espacial,1,21100,2025-12-30T16:19:01.011166
Heterogeneidade Interna da Rocha,1,21100,2025-12-30T16:19:01.011166
Heterogeneidade regional,1,21100,2025-12-30T16:19:01.011166
Heterogeneidade social,3,21100,2025-12-30T16:19:01.011166
Heteroidentificação,2,21100,2025-12-30T16:19:01.011166
Heterojunções,5,21100,2025-12-30T16:19:01.011166
Heterojunções de Van der Waals,1,21100,2025-12-30T16:19:01.011166
Heteronormatividade,6,21100,2025-12-30T16:19:01.011166
Heteropoliácido,5,21100,2025-12-30T16:19:01.011166
Heteropoliácidos,2,21100,2025-12-30T16:19:01.011166
Heterorregulação,1,21100,2025-12-30T16:19:01.011166
Heterose,1,21100,2025-12-30T16:19:01.011166
Heterosexuality,1,21100,2025-12-30T16:19:01.011166
Heterossexismo,1,21100,2025-12-30T16:19:01.011166
Heterossexualidade,2,21100,2025-12-30T16:19:01.011166
Heterostilia,8,21100,2025-12-30T16:19:01.011166
Heterotopia,1,21100,2025-12-30T16:19:01.011166
Heterozigose,3,21100,2025-12-30T16:19:01.011166
Heurística,8,21100,2025-12-30T16:19:01.011166
Heurística de Nielse,1,21100,2025-12-30T16:19:01.011166
Heurística política,1,21100,2025-12-30T16:19:01.011166
Hexaferrita de bário,1,21100,2025-12-30T16:19:01.011166
Hexano,1,21100,2025-12-30T16:19:01.011166
Hialuronidase,1,21100,2025-12-30T16:19:01.011166
Hibridação,1,21100,2025-12-30T16:19:01.011166
Hibridação vegetal,2,21100,2025-12-30T16:19:01.011166
Hibridismo,7,21150,2025-12-30T16:19:05.071091
Hibridismo cultural,3,21150,2025-12-30T16:19:05.071091
Hibridização,4,21150,2025-12-30T16:19:05.071091
Hibridização  linguística,1,21150,2025-12-30T16:19:05.071091
Hibridização molecular,1,21150,2025-12-30T16:19:05.071091
Híbridos,1,21150,2025-12-30T16:19:05.071091
híbridos,1,21150,2025-12-30T16:19:05.071091
Híbridos orgânico-inorgânicos,3,21150,2025-12-30T16:19:05.071091
Híbridos tacrina-LCC,1,21150,2025-12-30T16:19:05.071091
Hidatidose,2,21150,2025-12-30T16:19:05.071091
Hidatidose policística,2,21150,2025-12-30T16:19:05.071091
Hidradenite supurativa - tratamento,1,21150,2025-12-30T16:19:05.071091
Hidratação,3,21150,2025-12-30T16:19:05.071091
Hidráulica,4,21150,2025-12-30T16:19:05.071091
Hidrazina,1,21150,2025-12-30T16:19:05.071091
Hidrazona,3,21150,2025-12-30T16:19:05.071091
Hidrazonas,1,21150,2025-12-30T16:19:05.071091
Hidrelétrica,11,21150,2025-12-30T16:19:05.071091
Hidrelétrica - Amazônia,2,21150,2025-12-30T16:19:05.071091
Hidrelétrica de Sobradinho,1,21150,2025-12-30T16:19:05.071091
Hidrelétricas,1,21150,2025-12-30T16:19:05.071091
Hidretos,2,21150,2025-12-30T16:19:05.071091
Hidroalfabetização,1,21150,2025-12-30T16:19:05.071091
Hidrocarbonetos,14,21150,2025-12-30T16:19:05.071091
Hidrocarbonetos - Brasil - Bolívia,1,21150,2025-12-30T16:19:05.071091
Hidrocarbonetos - queima,1,21150,2025-12-30T16:19:05.071091
Hidrocarbonetos de Petróleo,1,21150,2025-12-30T16:19:05.071091
Hidrocarbonetos policíclicos aromáticos (HPA),1,21150,2025-12-30T16:19:05.071091
Hidrocarbonetos policíclicos aromáticos (HPAs),1,21150,2025-12-30T16:19:05.071091
Hidrocefalia,3,21150,2025-12-30T16:19:05.071091
Hidrocefalia de pressão normal,1,21150,2025-12-30T16:19:05.071091
Hidroclimatológica,1,21150,2025-12-30T16:19:05.071091
Hidroclorotiazida,1,21150,2025-12-30T16:19:05.071091
Hidrocortisona,4,21150,2025-12-30T16:19:05.071091
Hidrodesoxigenação (HBO),1,21150,2025-12-30T16:19:05.071091
Hidrodinâmica,8,21150,2025-12-30T16:19:05.071091
Hidroelasticidade,1,21150,2025-12-30T16:19:05.071091
Hidroelétricas,1,21150,2025-12-30T16:19:05.071091
Hidrofobia,3,21150,2025-12-30T16:19:05.071091
Hidrofobia - vírus - proteínas,1,21150,2025-12-30T16:19:05.071091
Hidrofobicidade,1,21150,2025-12-30T16:19:05.071091
Hidrofobina,1,21150,2025-12-30T16:19:05.071091
Hidroformilação,1,21150,2025-12-30T16:19:05.071091
Hidrogel,7,21150,2025-12-30T16:19:05.071091
Hidrogel natural,1,21150,2025-12-30T16:19:05.071091
Hidrogenação bifásica,1,21150,2025-12-30T16:19:05.071091
Hidrogenação parcial,2,21150,2025-12-30T16:19:05.071091
Hidrogênio,6,21150,2025-12-30T16:19:05.071091
Hidrogênio verde,2,21150,2025-12-30T16:19:05.071091
Hidrogeofísica,2,21150,2025-12-30T16:19:05.071091
Hidrogeologia,26,21200,2025-12-30T16:19:09.159334
Hidrogeologia - Cerrados,1,21200,2025-12-30T16:19:09.159334
Hidrogeologia - Mato Grosso (MT),1,21200,2025-12-30T16:19:09.159334
Hidrogeologia regional,1,21200,2025-12-30T16:19:09.159334
Hidroginástica,1,21200,2025-12-30T16:19:09.159334
Hidrografia,3,21200,2025-12-30T16:19:09.159334
Hidroisomerização,1,21200,2025-12-30T16:19:09.159334
Hidrolases,1,21200,2025-12-30T16:19:09.159334
Hidrolisado,1,21200,2025-12-30T16:19:09.159334
Hidrolisado de biomassa,1,21200,2025-12-30T16:19:09.159334
Hidrolisado lignocelulósico,1,21200,2025-12-30T16:19:09.159334
Hidrólise,4,21200,2025-12-30T16:19:09.159334
Hidrologia,33,21200,2025-12-30T16:19:09.159334
Hidrologia - aspectos políticos,1,21200,2025-12-30T16:19:09.159334
Hidrologia - Distrito Federal (Brasil),1,21200,2025-12-30T16:19:09.159334
Hidrologia - solos - absorção,2,21200,2025-12-30T16:19:09.159334
Hidrologia espacial,1,21200,2025-12-30T16:19:09.159334
Hidrologia urbana,2,21200,2025-12-30T16:19:09.159334
Hidromecânica,1,21200,2025-12-30T16:19:09.159334
Hidrometria,3,21200,2025-12-30T16:19:09.159334
Hidrônimo,1,21200,2025-12-30T16:19:09.159334
Hidropisia endolinfática,1,21200,2025-12-30T16:19:09.159334
Hidroponia,4,21200,2025-12-30T16:19:09.159334
Hidroponia - Distrito Federal (Brasil),2,21200,2025-12-30T16:19:09.159334
Hidropsia endolinfática,1,21200,2025-12-30T16:19:09.159334
Hidroquímica,1,21200,2025-12-30T16:19:09.159334
Hidroquinona,1,21200,2025-12-30T16:19:09.159334
Hidroresistência,1,21200,2025-12-30T16:19:09.159334
Hidrossedimentologia,2,21200,2025-12-30T16:19:09.159334
Hidrostática,4,21200,2025-12-30T16:19:09.159334
Hidrotermalismo,1,21200,2025-12-30T16:19:09.159334
Hidrotérmicos,1,21200,2025-12-30T16:19:09.159334
Hidroterritório,1,21200,2025-12-30T16:19:09.159334
Hidrotratamento,2,21200,2025-12-30T16:19:09.159334
Hidrovias,3,21200,2025-12-30T16:19:09.159334
Hidroxiapatita,5,21200,2025-12-30T16:19:09.159334
Hidroxicloroquina,4,21200,2025-12-30T16:19:09.159334
Hidróxido de ferro e alumínio,1,21200,2025-12-30T16:19:09.159334
Hieraquia no século XIX,1,21200,2025-12-30T16:19:09.159334
Hierarquia,1,21200,2025-12-30T16:19:09.159334
Hierarquia social,3,21200,2025-12-30T16:19:09.159334
Hierarquização,2,21200,2025-12-30T16:19:09.159334
Hifomicetos aquáticos,1,21200,2025-12-30T16:19:09.159334
High school,2,21200,2025-12-30T16:19:09.159334
Highly cited publications (HCP),1,21200,2025-12-30T16:19:09.159334
Highway Capacity Manual (HCM),1,21200,2025-12-30T16:19:09.159334
Highway Safety Manual (HSM),1,21200,2025-12-30T16:19:09.159334
Higiene,2,21200,2025-12-30T16:19:09.159334
Higiene alimentar,4,21200,2025-12-30T16:19:09.159334
Higiene bucal,1,21200,2025-12-30T16:19:09.159334
Higiene corporal,3,21250,2025-12-30T16:19:13.361960
Higiene dental,5,21250,2025-12-30T16:19:13.361960
Higiene do sono,2,21250,2025-12-30T16:19:13.361960
Higiene do trabalho,1,21250,2025-12-30T16:19:13.361960
Higiene dos alimentos,3,21250,2025-12-30T16:19:13.361960
Higiene escolar,1,21250,2025-12-30T16:19:13.361960
Higiene pública,1,21250,2025-12-30T16:19:13.361960
Higienismo,3,21250,2025-12-30T16:19:13.361960
"Hilbert, Espaço de",1,21250,2025-12-30T16:19:13.361960
Hilda Hilst,1,21250,2025-12-30T16:19:13.361960
"Hillis, W. D.",1,21250,2025-12-30T16:19:13.361960
"Hilst, Hilda, 1930-2004",4,21250,2025-12-30T16:19:13.361960
"Hilst, Hilda, 1930-2004 - crítica e interpretação",2,21250,2025-12-30T16:19:13.361960
Himenóptero,1,21250,2025-12-30T16:19:13.361960
Himenópteros parasitoides,1,21250,2025-12-30T16:19:13.361960
Hip hop,3,21250,2025-12-30T16:19:13.361960
Hip hop - movimento artístico,6,21250,2025-12-30T16:19:13.361960
Hip-hop (Música),1,21250,2025-12-30T16:19:13.361960
Hiperaldosteronismo,1,21250,2025-12-30T16:19:13.361960
Hiperalgesia,2,21250,2025-12-30T16:19:13.361960
Hiperatividade,5,21250,2025-12-30T16:19:13.361960
Hipérbole,1,21250,2025-12-30T16:19:13.361960
Hiperbólica,1,21250,2025-12-30T16:19:13.361960
Hipercementose,1,21250,2025-12-30T16:19:13.361960
Hipercoagulopatia,1,21250,2025-12-30T16:19:13.361960
Hipercolesterolemia,1,21250,2025-12-30T16:19:13.361960
Hipercolesterolemia familiar,2,21250,2025-12-30T16:19:13.361960
Hiperencarceramento,1,21250,2025-12-30T16:19:13.361960
Hiperfagia,1,21250,2025-12-30T16:19:13.361960
Hiperfluorescentes,2,21250,2025-12-30T16:19:13.361960
Hiperglicemia,6,21250,2025-12-30T16:19:13.361960
Hiperindividualização,1,21250,2025-12-30T16:19:13.361960
Hiperlactatemia,1,21250,2025-12-30T16:19:13.361960
Hiperlipidemia,2,21250,2025-12-30T16:19:13.361960
Hipermídia,2,21250,2025-12-30T16:19:13.361960
Hipermidiação,2,21250,2025-12-30T16:19:13.361960
Hipermodernidade,3,21250,2025-12-30T16:19:13.361960
Hipernúcleos,1,21250,2025-12-30T16:19:13.361960
Hiperosídeo,1,21250,2025-12-30T16:19:13.361960
Hiperparasitismo,1,21250,2025-12-30T16:19:13.361960
Hiperparatireoidismo primário,1,21250,2025-12-30T16:19:13.361960
Hiperperformance,1,21250,2025-12-30T16:19:13.361960
Hiperpigmentação,2,21250,2025-12-30T16:19:13.361960
Hiperpigmentação cutânea,1,21250,2025-12-30T16:19:13.361960
Hiperplasia,7,21250,2025-12-30T16:19:13.361960
Hiperplasia adrenal congênita,3,21250,2025-12-30T16:19:13.361960
Hiperplasia endometrial,1,21250,2025-12-30T16:19:13.361960
Hiperprolactinemia,4,21250,2025-12-30T16:19:13.361960
Hipersensibilidade,2,21250,2025-12-30T16:19:13.361960
Hipersensibilidade cutânea,1,21250,2025-12-30T16:19:13.361960
Hipersensibilidade dentária,3,21300,2025-12-30T16:19:17.765880
Hipersexualidade,1,21300,2025-12-30T16:19:17.765880
Hipersonia,1,21300,2025-12-30T16:19:17.765880
Hipersônia,1,21300,2025-12-30T16:19:17.765880
Hipersuperfícies,1,21300,2025-12-30T16:19:17.765880
Hipersuperfícies (Matemática),10,21300,2025-12-30T16:19:17.765880
Hipertemia,1,21300,2025-12-30T16:19:17.765880
Hipertensão,52,21300,2025-12-30T16:19:17.765880
Hipertensão - animais,3,21300,2025-12-30T16:19:17.765880
Hipertensão - controle,1,21300,2025-12-30T16:19:17.765880
Hipertensão - crianças,1,21300,2025-12-30T16:19:17.765880
Hipertensão - Distrito Federal (Brasil),1,21300,2025-12-30T16:19:17.765880
Hipertensão - medicamentos,2,21300,2025-12-30T16:19:17.765880
Hipertensão - pacientes,3,21300,2025-12-30T16:19:17.765880
Hipertensão - tratamento,3,21300,2025-12-30T16:19:17.765880
Hipertensão arterial,2,21300,2025-12-30T16:19:17.765880
Hipertensão arterial pulmonar,2,21300,2025-12-30T16:19:17.765880
Hipertensão arterial sistêmica,1,21300,2025-12-30T16:19:17.765880
Hipertensão em idosos,1,21300,2025-12-30T16:19:17.765880
Hipertensão portal,2,21300,2025-12-30T16:19:17.765880
Hipertensão pulmonar,4,21300,2025-12-30T16:19:17.765880
Hipertermia,8,21300,2025-12-30T16:19:17.765880
Hipertexto,6,21300,2025-12-30T16:19:17.765880
Hipertexto - ciência da computação,1,21300,2025-12-30T16:19:17.765880
Hipertextualidade,8,21300,2025-12-30T16:19:17.765880
Hipertireoidismo,1,21300,2025-12-30T16:19:17.765880
Hipertrigliceridemia - tratamento,1,21300,2025-12-30T16:19:17.765880
Hipertrofia,1,21300,2025-12-30T16:19:17.765880
Hipertrofia muscular,6,21300,2025-12-30T16:19:17.765880
Hiperuricemia,1,21300,2025-12-30T16:19:17.765880
Hipervirulência,2,21300,2025-12-30T16:19:17.765880
Hipismo,1,21300,2025-12-30T16:19:17.765880
Hipnose,17,21300,2025-12-30T16:19:17.765880
Hipnotismo,2,21300,2025-12-30T16:19:17.765880
Hipocampo,2,21300,2025-12-30T16:19:17.765880
Hipocampo (Cérebro),7,21300,2025-12-30T16:19:17.765880
Hipoclorito de Sódio,1,21300,2025-12-30T16:19:17.765880
Hipocorísticos,1,21300,2025-12-30T16:19:17.765880
Hipocretina,1,21300,2025-12-30T16:19:17.765880
Hipodontia (Odontologia),1,21300,2025-12-30T16:19:17.765880
Hipófise,6,21300,2025-12-30T16:19:17.765880
Hipofisite,1,21300,2025-12-30T16:19:17.765880
Hipoglicemia,1,21300,2025-12-30T16:19:17.765880
Hipogonadismo,2,21300,2025-12-30T16:19:17.765880
Hipomineralização incisivo-molar (MIH),11,21300,2025-12-30T16:19:17.765880
Hipoparatireoidismo,2,21300,2025-12-30T16:19:17.765880
Hipoperfusão tecidual,1,21300,2025-12-30T16:19:17.765880
Hipopituitarismo,2,21300,2025-12-30T16:19:17.765880
Hipossalivação,3,21300,2025-12-30T16:19:17.765880
Hipossalivação; Diabetes Mellitus.,1,21300,2025-12-30T16:19:17.765880
Hipossuficiência,1,21350,2025-12-30T16:19:21.862217
Hipotálamo,3,21350,2025-12-30T16:19:21.862217
Hipotálamo hipófise adrenal (HHA),1,21350,2025-12-30T16:19:21.862217
Hipotensão,4,21350,2025-12-30T16:19:21.862217
Hipotensão pós-exercício,1,21350,2025-12-30T16:19:21.862217
Hipoterapia,2,21350,2025-12-30T16:19:21.862217
Hipotermia,2,21350,2025-12-30T16:19:21.862217
Hipótese centro-periferia,1,21350,2025-12-30T16:19:21.862217
Hipótese contínua,1,21350,2025-12-30T16:19:21.862217
Hipótese de eficiência de mercado,1,21350,2025-12-30T16:19:21.862217
Hipótese de Peypouquet,1,21350,2025-12-30T16:19:21.862217
Hipótese do mercado adaptativo,1,21350,2025-12-30T16:19:21.862217
Hipótese do mercado eficiente,2,21350,2025-12-30T16:19:21.862217
Hipótese metálica,1,21350,2025-12-30T16:19:21.862217
Hipotireoidismo,8,21350,2025-12-30T16:19:21.862217
Hipotireoidismo em crianças,1,21350,2025-12-30T16:19:21.862217
Hipotiroidismo,1,21350,2025-12-30T16:19:21.862217
Hipotonia muscular,1,21350,2025-12-30T16:19:21.862217
Hipoxia,2,21350,2025-12-30T16:19:21.862217
Hipóxia,4,21350,2025-12-30T16:19:21.862217
Hipóxia (HIF-1),2,21350,2025-12-30T16:19:21.862217
Hipóxia isquêmica,2,21350,2025-12-30T16:19:21.862217
Hipsometria,2,21350,2025-12-30T16:19:21.862217
Hispanofalantes,2,21350,2025-12-30T16:19:21.862217
Hispersensibilidade cutânea,2,21350,2025-12-30T16:19:21.862217
Histamina,1,21350,2025-12-30T16:19:21.862217
Histerectomia,1,21350,2025-12-30T16:19:21.862217
Histerese,2,21350,2025-12-30T16:19:21.862217
Histeria,6,21350,2025-12-30T16:19:21.862217
Histeroscopia,2,21350,2025-12-30T16:19:21.862217
Histologia,15,21350,2025-12-30T16:19:21.862217
Histologia veterinária,1,21350,2025-12-30T16:19:21.862217
Histomorfologia,1,21350,2025-12-30T16:19:21.862217
Histona desacetilase,2,21350,2025-12-30T16:19:21.862217
Histonas,3,21350,2025-12-30T16:19:21.862217
Histonas recombinantes,2,21350,2025-12-30T16:19:21.862217
Histopatologia,21,21350,2025-12-30T16:19:21.862217
Histopatológia,1,21350,2025-12-30T16:19:21.862217
Histoplasmose,2,21350,2025-12-30T16:19:21.862217
Histoquímica,3,21350,2025-12-30T16:19:21.862217
História,69,21350,2025-12-30T16:19:21.862217
História - América,3,21350,2025-12-30T16:19:21.862217
História - Brasil,18,21350,2025-12-30T16:19:21.862217
História - direitos humanos,1,21350,2025-12-30T16:19:21.862217
História - erros,1,21350,2025-12-30T16:19:21.862217
História - estudo e ensino,21,21350,2025-12-30T16:19:21.862217
História - estudo e ensino - Distrito Federal (Brasil),4,21350,2025-12-30T16:19:21.862217
História - ética,1,21350,2025-12-30T16:19:21.862217
História - filosofia,3,21350,2025-12-30T16:19:21.862217
História - índios do México,2,21350,2025-12-30T16:19:21.862217
História - Inglaterra,1,21400,2025-12-30T16:19:25.954780
História - invenções,1,21400,2025-12-30T16:19:25.954780
História - jornalismo,1,21400,2025-12-30T16:19:25.954780
História - pós-graduação,1,21400,2025-12-30T16:19:25.954780
História - produção acadêmica,1,21400,2025-12-30T16:19:25.954780
História ambiental,3,21400,2025-12-30T16:19:25.954780
"História ambiental - Veadeiros, Chapada dos (GO)",2,21400,2025-12-30T16:19:25.954780
História antiga,3,21400,2025-12-30T16:19:25.954780
História constitucional,16,21400,2025-12-30T16:19:25.954780
História contemporânea,3,21400,2025-12-30T16:19:25.954780
História cultural,15,21400,2025-12-30T16:19:25.954780
História da Arquitetura,1,21400,2025-12-30T16:19:25.954780
História da arte,18,21400,2025-12-30T16:19:25.954780
História da ciência,2,21400,2025-12-30T16:19:25.954780
História da física,1,21400,2025-12-30T16:19:25.954780
História da fotografia,1,21400,2025-12-30T16:19:25.954780
História da interpretação,1,21400,2025-12-30T16:19:25.954780
História da saúde,1,21400,2025-12-30T16:19:25.954780
História das Américas,1,21400,2025-12-30T16:19:25.954780
História das Relações Internacionais Contemporâneas da América Latina e do Caribe,1,21400,2025-12-30T16:19:25.954780
História de reforçamento,1,21400,2025-12-30T16:19:25.954780
História de treino,1,21400,2025-12-30T16:19:25.954780
História de vida,22,21400,2025-12-30T16:19:25.954780
História digital,1,21400,2025-12-30T16:19:25.954780
História diplomática,1,21400,2025-12-30T16:19:25.954780
História do design,1,21400,2025-12-30T16:19:25.954780
História do Direito,3,21400,2025-12-30T16:19:25.954780
História do jornalismo,2,21400,2025-12-30T16:19:25.954780
História do livro,1,21400,2025-12-30T16:19:25.954780
História do livro e das bibliotecas,2,21400,2025-12-30T16:19:25.954780
História do pensamento econômico brasileiro,1,21400,2025-12-30T16:19:25.954780
História do Pensamento Geográfico,1,21400,2025-12-30T16:19:25.954780
História do pensamento geográfico,1,21400,2025-12-30T16:19:25.954780
História do teatro,1,21400,2025-12-30T16:19:25.954780
História dos conceitos,1,21400,2025-12-30T16:19:25.954780
História e crítica,1,21400,2025-12-30T16:19:25.954780
História eclesiástica,1,21400,2025-12-30T16:19:25.954780
História econômica,4,21400,2025-12-30T16:19:25.954780
História econômica - América Latina,1,21400,2025-12-30T16:19:25.954780
História em quadrinho,4,21400,2025-12-30T16:19:25.954780
História evolutiva,1,21400,2025-12-30T16:19:25.954780
História feminina,1,21400,2025-12-30T16:19:25.954780
História geológica,1,21400,2025-12-30T16:19:25.954780
História literária,1,21400,2025-12-30T16:19:25.954780
História local,1,21400,2025-12-30T16:19:25.954780
História medieval,1,21400,2025-12-30T16:19:25.954780
História militar,2,21400,2025-12-30T16:19:25.954780
História militar - Brasil,1,21400,2025-12-30T16:19:25.954780
História moderna,3,21400,2025-12-30T16:19:25.954780
História na literatura - Brasil,1,21400,2025-12-30T16:19:25.954780
História natural,5,21450,2025-12-30T16:19:29.948208
História oral,22,21450,2025-12-30T16:19:29.948208
História oral temática,1,21450,2025-12-30T16:19:29.948208
História política,2,21450,2025-12-30T16:19:29.948208
História regional,1,21450,2025-12-30T16:19:29.948208
História sagrada,1,21450,2025-12-30T16:19:29.948208
História social,8,21450,2025-12-30T16:19:29.948208
História universal,1,21450,2025-12-30T16:19:29.948208
História urbana,10,21450,2025-12-30T16:19:29.948208
Historiadores,5,21450,2025-12-30T16:19:29.948208
Historiadores - ética,1,21450,2025-12-30T16:19:29.948208
Histórias de vida,3,21450,2025-12-30T16:19:29.948208
Histórias em quadrinhos,29,21450,2025-12-30T16:19:29.948208
Histórias em quadrinhos - Brasil,7,21450,2025-12-30T16:19:29.948208
Histórias em quadrinhos - tradução,1,21450,2025-12-30T16:19:29.948208
Historical education,1,21450,2025-12-30T16:19:29.948208
Historicidade,2,21450,2025-12-30T16:19:29.948208
Historicidade da ciência,1,21450,2025-12-30T16:19:29.948208
Historicismo,3,21450,2025-12-30T16:19:29.948208
Historiografia,54,21450,2025-12-30T16:19:29.948208
Historiografia -  França,1,21450,2025-12-30T16:19:29.948208
Historiografia - África,3,21450,2025-12-30T16:19:29.948208
Historiografia - África - Brasil,1,21450,2025-12-30T16:19:29.948208
Historiografia - Alemanha,2,21450,2025-12-30T16:19:29.948208
Historiografia - análise,4,21450,2025-12-30T16:19:29.948208
Historiografia - arte,5,21450,2025-12-30T16:19:29.948208
Historiografia - Brasil,14,21450,2025-12-30T16:19:29.948208
Historiografia - Brasil - periódicos,1,21450,2025-12-30T16:19:29.948208
Historiografia - escravidão - Brasil,1,21450,2025-12-30T16:19:29.948208
Historiografia - Minas Gerais (MG),1,21450,2025-12-30T16:19:29.948208
Historiografia - Portugal,1,21450,2025-12-30T16:19:29.948208
Historiografia - Salvador (BA) - séc. XVIII,1,21450,2025-12-30T16:19:29.948208
Historiografia alemã - século XIX,1,21450,2025-12-30T16:19:29.948208
Historiografia árabe,1,21450,2025-12-30T16:19:29.948208
Historiografia judaica medieval,1,21450,2025-12-30T16:19:29.948208
Historiografia social,1,21450,2025-12-30T16:19:29.948208
"Hitchcock, Alfred, 1899-1980",1,21450,2025-12-30T16:19:29.948208
"Hitchcock, Alfred, 1899-1980 - crítica e interpretação",1,21450,2025-12-30T16:19:29.948208
HIV,8,21450,2025-12-30T16:19:29.948208
HIV (Vírus),56,21450,2025-12-30T16:19:29.948208
HIV (Vírus) - mortalidade - Brasil,1,21450,2025-12-30T16:19:29.948208
HIV - diagnóstico,1,21450,2025-12-30T16:19:29.948208
HIV - infecção,10,21450,2025-12-30T16:19:29.948208
HIV-1,18,21450,2025-12-30T16:19:29.948208
HIV-1 - Brasil - 1999-2010,1,21450,2025-12-30T16:19:29.948208
HIV/AIDS,16,21450,2025-12-30T16:19:29.948208
HLA DQ2,1,21450,2025-12-30T16:19:29.948208
HLA DQ8,1,21450,2025-12-30T16:19:29.948208
HLS.HLS,1,21450,2025-12-30T16:19:29.948208
HNGARCH,1,21450,2025-12-30T16:19:29.948208
"Hogan, Desmond, 1950- crítica e interpretação",1,21500,2025-12-30T16:19:34.148148
Hokum blues,1,21500,2025-12-30T16:19:34.148148
"Holanda, Sérgio Buarque de, 1902-1982",1,21500,2025-12-30T16:19:34.148148
Holismo,3,21500,2025-12-30T16:19:34.148148
Holística,1,21500,2025-12-30T16:19:34.148148
"Holl, Steven, 1947- crítica e interpretação",1,21500,2025-12-30T16:19:34.148148
Holobionte,1,21500,2025-12-30T16:19:34.148148
Holocausto,3,21500,2025-12-30T16:19:34.148148
Holocausto - sobreviventes,1,21500,2025-12-30T16:19:34.148148
Holocausto judeu (1939-1945) - literatura,2,21500,2025-12-30T16:19:34.148148
Holocelulases,2,21500,2025-12-30T16:19:34.148148
Holocelulose,1,21500,2025-12-30T16:19:34.148148
Holoceno,1,21500,2025-12-30T16:19:34.148148
Holografia,2,21500,2025-12-30T16:19:34.148148
"Holt, Victoria, 1906-1993 - crítica e interpretação",1,21500,2025-12-30T16:19:34.148148
Home office,1,21500,2025-12-30T16:19:34.148148
Homem,1,21500,2025-12-30T16:19:34.148148
Homem (Teologia),1,21500,2025-12-30T16:19:34.148148
Homem - aspectos psicológicos,2,21500,2025-12-30T16:19:34.148148
Homem - infecção,1,21500,2025-12-30T16:19:34.148148
Homem - influência sobre a natureza,6,21500,2025-12-30T16:19:34.148148
Homenagem,1,21500,2025-12-30T16:19:34.148148
Homens,13,21500,2025-12-30T16:19:34.148148
Homens - comportamento sexual,1,21500,2025-12-30T16:19:34.148148
Homens - doenças,1,21500,2025-12-30T16:19:34.148148
Homens - psicologia,3,21500,2025-12-30T16:19:34.148148
Homens - saúde e higiene,3,21500,2025-12-30T16:19:34.148148
Homens - violência doméstica,5,21500,2025-12-30T16:19:34.148148
Homens negros,1,21500,2025-12-30T16:19:34.148148
Homens que fazem sexo com homens (HSH),1,21500,2025-12-30T16:19:34.148148
Homens transsexuais,2,21500,2025-12-30T16:19:34.148148
Homeopatia,1,21500,2025-12-30T16:19:34.148148
Homeopatia - matéria médica e tratamento,3,21500,2025-12-30T16:19:34.148148
Homeopatia - propriedades,1,21500,2025-12-30T16:19:34.148148
Homeostase óssea,1,21500,2025-12-30T16:19:34.148148
Homero,4,21500,2025-12-30T16:19:34.148148
Homicidas em série,1,21500,2025-12-30T16:19:34.148148
Homicídio,14,21500,2025-12-30T16:19:34.148148
Homicídio - Ciudad Juarez (México),1,21500,2025-12-30T16:19:34.148148
Homicídio - história,1,21500,2025-12-30T16:19:34.148148
Homicídio juvenil,2,21500,2025-12-30T16:19:34.148148
Homicídio policial,1,21500,2025-12-30T16:19:34.148148
Homicídio seguido de suicídio,1,21500,2025-12-30T16:19:34.148148
Homo sex ludens,1,21500,2025-12-30T16:19:34.148148
Homoafetividade,3,21500,2025-12-30T16:19:34.148148
Homoafetividade - relações jurídicas,1,21500,2025-12-30T16:19:34.148148
Homofobia,11,21500,2025-12-30T16:19:34.148148
Homofobia - escolas,4,21500,2025-12-30T16:19:34.148148
Homofobia - política pública,1,21500,2025-12-30T16:19:34.148148
Homogeneidade,1,21500,2025-12-30T16:19:34.148148
Homogeneização,4,21550,2025-12-30T16:19:38.248414
Homogenização computacional,1,21550,2025-12-30T16:19:38.248414
Homologação de produtos,1,21550,2025-12-30T16:19:38.248414
Homonacionalismo de Estado,1,21550,2025-12-30T16:19:38.248414
Homonacionalismo de mercado,1,21550,2025-12-30T16:19:38.248414
Homonegatividade,1,21550,2025-12-30T16:19:38.248414
Homossexuais,15,21550,2025-12-30T16:19:38.248414
Homossexuais - Argentina - casamento,1,21550,2025-12-30T16:19:38.248414
Homossexuais - Brasil - casamento,1,21550,2025-12-30T16:19:38.248414
Homossexualidade,37,21550,2025-12-30T16:19:38.248414
homossexualidade,1,21550,2025-12-30T16:19:38.248414
Homossexualidade - subjetividade,1,21550,2025-12-30T16:19:38.248414
Homossexualidade masculina,2,21550,2025-12-30T16:19:38.248414
Homotopia,2,21550,2025-12-30T16:19:38.248414
Honduras,1,21550,2025-12-30T16:19:38.248414
Honduras - golpe de Estado,1,21550,2025-12-30T16:19:38.248414
Honduras - história,1,21550,2025-12-30T16:19:38.248414
Honeycomb,1,21550,2025-12-30T16:19:38.248414
"Honneth, Axel, 1949 - crítica e interpretação",3,21550,2025-12-30T16:19:38.248414
Honorários,2,21550,2025-12-30T16:19:38.248414
Honorários advocatícios,1,21550,2025-12-30T16:19:38.248414
Honra,1,21550,2025-12-30T16:19:38.248414
"Hooks, Bell",1,21550,2025-12-30T16:19:38.248414
